"country","date","text"
"United Kingdom","12/20/2021"," after how successful the first lockdowns we're yes definitely nothing signifies how successful the first lockdowns mask mandates business closures education disruptions million vaccines we're like another lockdown "
"United Kingdom","12/20/2021"," and they say the media is bad for stirring up fear this guy must be in competition with them he's right everything comes by truck there are driver shortages not due to vaccines fact is vast majority of cross border drivers are already double vaccinated boosted"
"United Kingdom","12/20/2021"," and year olds can now get a second Covid vaccine encourage them to book their vaccines todayFBB book your booster here n laughing"
"United Kingdom","12/20/2021"," and year olds can now get a second Covid vaccine encourage them to book their vaccines todayFBB book your booster here"
"United Kingdom","12/20/2021","we're in lockdown in you are also assuming every single person was osed to the virus in for your argument to work try thinking before you post"
"United Kingdom","12/20/2021","obviously things are fine when vaccination meant we could end mask wearing and lift lockdowns the result was transmissiondid go up but hospitalisation and death stayed manageable why are you still constantly wrong on everything how do you do it"
"United Kingdom","12/20/2021","wrong again vaccination meant lockdown and mask wearing ended that's not getting strongereven trump gets it a guy who went with bleach ug o gwoz"
"United Kingdom","12/20/2021"," another lockdown is prey drasticbefore christmas would be brutalwe don't want a repeat of last year so if it's gonna happen then after the media don't help with the scare mongering"
"United Kingdom","12/20/2021"," antivaxers yes unless they have a medical reason to not be vaccinated everyone who has followed the guidelines and had vaccines no "
"United Kingdom","12/20/2021"," antivax antigov it's all the same gateway hate division joining a cult merry christmas and happy new year everyone "
"Germany","12/20/2021"," antivax chronicles vaccines and masks we're such a joke but his mom isn't likely laughing"
"United Kingdom","12/20/2021"," antivax hunters forceinjecting trillion into zombie world economy until this year next year vaccine policy is economic policy without it we can not turn the fate of the world economy around kristalina geoieva head of imf april moronicvariant"
"Ireland","12/20/2021"," antivax those who volunteer not to be vaccinated ought to volunteer not to attend hospital to be treated for Covid"
"United Kingdom","12/20/2021"," antivaxer extraordinaire dead from Covid get vaccinated now"
"Belgium","12/20/2021"," antivaxers appear to be actively doing their best to prevent people from getting what could be life saving vaccines safm how"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab not sure who to believe not an antianything myself"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab rmps bastards uer and complete bastards"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab rmps bastereds uer and complete bastards"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab rmps how could anyone let alone a lot of people be this vile"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab kdlykykfbz obviously we all have the right hoose whether to vax or not to vax but anybody doing this is bang out of order"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab obviously we all have the right hoose whether to vax or not to vax but anybody doing this is bang out of order"
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jab disgusting criminal behaviour "
"United Kingdom","12/20/2021"," antivaxers block book appointments to stop people getting lifesaving Covid jabwtf is wrong with these people it's the individual choice whether to do it or not this pisses me off holf it's true of course"
"United Kingdom","12/20/2021"," antivaxers block booking vaccination s are just scum don't affect others getting vaccinated antivax antivaxers covidiots Covid no more lockdown s"
"United Kingdom","12/20/2021"," antivaxers block booking vaccine appointments and not turning up you need to give your head a wobble correct "
"United Kingdom","12/20/2021"," antivaxers block-book appointments to stop people getting life-saving Covid jab IivPRMps Bastards uer and complete bastards"
"United Kingdom","12/20/2021"," antivaxers block-book appointments to stop people getting life-saving Covid jab IivPRMps Bastereds uer and complete Bastards"
"United Kingdom","12/20/2021"," antivaxers block-book appointments to stop people getting life-saving Covid jab IivPRMps How could anyone let alone a lot of people be this vile?"
"United Kingdom","12/20/2021"," antivaxers block-book appointments to stop people getting life-saving Covid jab kdLYkyKFBz obviously we all have the right hoose whether to vax or not to vax but anybody doing this is bang out of order"
"United Kingdom","12/20/2021"," antivaxers taking away other peoples rights to get their Covid jab by making block bookings at vaccination centres How bloody selfish?If you're an antivaxer then that's your choice but don't take away the choice of other people"
"United Kingdom","12/20/2021"," antivaxers taking away other peoples rights to get their Covid jab by making block bookings at vaccination centres how bloody selfishif you're an antivaxer then that's your choice but don't take away the choice of other people"
"United Kingdom","12/20/2021"," antivaxers trying to prevent people booking appointments we now have an algorithm screening bookings to find anomalies and identify the malevolents keep checking vaccination centre bookings as apparently extra appointments may suddenly appear"
"United Kingdom","12/20/2021"," any official lockdown will have a negative impact on cases imo pubs shut means house parties at moment most people seem to be making their own minds to be careful"
